epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,0,,,,,0.07551487535238266,2.319694995880127
0,1,,,,,0.07551487535238266,2.3185887336730957
0,1,,,0.05624999850988388,2.340913772583008,,
1,2,,,,,0.07551487535238266,2.319357395172119
1,3,,,,,0.07551487535238266,2.3199703693389893
1,3,,,0.05000000074505806,2.331186294555664,,
2,4,,,,,0.07322654128074646,2.3209264278411865
2,5,,,,,0.06521739065647125,2.32169246673584
2,5,,,0.0625,2.329087972640991,,
3,6,,,,,0.045766592025756836,2.3227391242980957
3,7,,,,,0.04004576802253723,2.323840379714966
3,7,,,0.06875000149011612,2.3147225379943848,,
4,8,,,,,0.05491990968585014,2.324850559234619
4,9,,,,,0.06750571727752686,2.3264570236206055
4,9,,,0.07500000298023224,2.2939794063568115,,
5,10,,,,,0.07322654128074646,2.327974796295166
5,11,,,,,0.08009153604507446,2.328338623046875
5,11,,,0.09375,2.2652831077575684,,
6,12,,,,,0.08237986266613007,2.329747438430786
6,13,,,,,0.08237986266613007,2.3310296535491943
6,13,,,0.10625000298023224,2.246863842010498,,
7,14,,,,,0.08352402597665787,2.3320438861846924
7,15,,,,,0.08466818928718567,2.3322319984436035
7,15,,,0.14374999701976776,2.2020504474639893,,
8,16,,,,,0.08581236004829407,2.3320469856262207
8,17,,,,,0.09038901329040527,2.3312108516693115
8,17,,,0.16249999403953552,2.1677310466766357,,
9,18,,,,,0.09382151067256927,2.3296172618865967
9,19,,,,,0.09382151067256927,2.3282277584075928
9,19,,,0.21250000596046448,2.1242587566375732,,
10,20,,,,,0.09382151067256927,2.325538158416748
10,21,,,,,0.09610983729362488,2.3212196826934814
10,21,,,0.23749999701976776,2.1010427474975586,,
11,22,,,,,0.10183066129684448,2.3154079914093018
11,23,,,,,0.11441647261381149,2.310328483581543
11,23,,,0.2562499940395355,2.076331615447998,,
12,24,,,,,0.1258581280708313,2.302656650543213
12,25,,,,,0.1430206000804901,2.293818235397339
