epoch,step,train_acc,train_loss,val_acc,val_loss
0,1,,,0.07640638202428818,2.2997446060180664
0,2,0.11874999850988388,2.3180346488952637,,
1,4,,,0.07682619988918304,2.3008711338043213
1,5,0.08749999850988388,2.3195693492889404,,
2,7,,,0.07682619988918304,2.301347494125366
2,8,0.10000000149011612,2.3340775966644287,,
3,10,,,0.07766582816839218,2.3018665313720703
3,11,0.08124999701976776,2.3176345825195312,,
4,13,,,0.07934508472681046,2.302229881286621
4,14,0.14374999701976776,2.305656909942627,,
5,16,,,0.08186397701501846,2.3022918701171875
5,17,0.08749999850988388,2.3211429119110107,,
6,19,,,0.08354324102401733,2.3019673824310303
6,20,0.13124999403953552,2.328230381011963,,
7,22,,,0.08606213331222534,2.301597833633423
7,23,0.13750000298023224,2.3195536136627197,,
8,25,,,0.08984047174453735,2.300823450088501
8,26,0.11249999701976776,2.292804718017578,,
9,28,,,0.09277917444705963,2.3000524044036865
9,29,0.09375,2.318912982940674,,
10,31,,,0.09613770246505737,2.299039840698242
10,32,0.13750000298023224,2.30900502204895,,
11,34,,,0.10159529745578766,2.2979114055633545
11,35,0.06875000149011612,2.3428995609283447,,
12,37,,,0.1036943718791008,2.29685115814209
12,38,0.13124999403953552,2.328286647796631,,
13,40,,,0.10789252817630768,2.2959163188934326
13,41,0.11874999850988388,2.305939197540283,,
14,43,,,0.11041142046451569,2.2948861122131348
14,44,0.11249999701976776,2.3018736839294434,,
15,46,,,0.1141897588968277,2.294039011001587
15,47,0.15000000596046448,2.285158157348633,,
16,49,,,0.11754827946424484,2.2930123805999756
16,50,0.14374999701976776,2.2775211334228516,,
17,52,,,0.11880772560834885,2.292142868041992
17,53,0.13124999403953552,2.295217990875244,,
18,55,,,0.12132661789655685,2.2913691997528076
18,56,0.07500000298023224,2.3080687522888184,,
19,58,,,0.12342569231987,2.2906346321105957
19,59,0.09375,2.31190824508667,,
20,61,,,0.12552477419376373,2.289767026901245
20,62,0.11249999701976776,2.319035053253174,,
21,64,,,0.12972292304039001,2.2890431880950928
21,65,0.15000000596046448,2.2962002754211426,,
22,67,,,0.13224181532859802,2.2883920669555664
22,68,0.15000000596046448,2.2991271018981934,,
23,70,,,0.1339210718870163,2.287926435470581
23,71,0.08124999701976776,2.306081533432007,,
24,73,,,0.13937866687774658,2.287006378173828
24,74,0.125,2.305311679840088,,
25,76,,,0.1389588564634323,2.2866246700286865
25,77,0.15000000596046448,2.2524776458740234,,
26,79,,,0.14105793833732605,2.2855920791625977
26,80,0.10625000298023224,2.305166482925415,,
27,82,,,0.14147774875164032,2.28536319732666
27,83,0.13750000298023224,2.2861409187316895,,
28,85,,,0.14399664103984833,2.2844903469085693
28,86,0.15000000596046448,2.275552988052368,,
29,88,,,0.14399664103984833,2.2840795516967773
29,89,0.11874999850988388,2.289943218231201,,
30,91,,,0.1456758975982666,2.283141851425171
30,92,0.125,2.3083853721618652,,
31,94,,,0.14651553332805634,2.282799005508423
31,95,0.09375,2.304367780685425,,
32,97,,,0.14777497947216034,2.2820663452148438
32,98,0.16875000298023224,2.2643487453460693,,
33,100,,,0.14903442561626434,2.281629800796509
33,101,0.09375,2.2911934852600098,,
34,103,,,0.14987406134605408,2.281233072280884
34,104,0.09375,2.3089396953582764,,
35,106,,,0.14987406134605408,2.280691385269165
35,107,0.11249999701976776,2.280194044113159,,
36,109,,,0.15113350749015808,2.279633045196533
36,110,0.16249999403953552,2.293308734893799,,
37,112,,,0.14987406134605408,2.2793707847595215
37,113,0.13750000298023224,2.290100336074829,,
38,115,,,0.15113350749015808,2.278735876083374
38,116,0.16249999403953552,2.283064603805542,,
39,118,,,0.15239295363426208,2.2779879570007324
39,119,0.10625000298023224,2.2830300331115723,,
40,121,,,0.15407221019268036,2.2775423526763916
40,122,0.14374999701976776,2.2940146923065186,,
41,124,,,0.15449202060699463,2.2769248485565186
41,125,0.08749999850988388,2.317462921142578,,
42,127,,,0.15533165633678436,2.276503324508667
42,128,0.11249999701976776,2.268928050994873,,
43,130,,,0.15785054862499237,2.275524377822876
43,131,0.11874999850988388,2.2641053199768066,,
44,133,,,0.1586901694536209,2.27555513381958
44,134,0.13124999403953552,2.264631986618042,,
45,136,,,0.15952980518341064,2.2746047973632812
45,137,0.16249999403953552,2.2724268436431885,,
46,139,,,0.1586901694536209,2.2739527225494385
46,140,0.09375,2.283604145050049,,
47,142,,,0.16036944091320038,2.2733166217803955
47,143,0.15625,2.2928426265716553,,
48,145,,,0.16078925132751465,2.2727179527282715
48,146,0.125,2.288200616836548,,
49,148,,,0.16204869747161865,2.271794080734253
49,149,0.19374999403953552,2.2628159523010254,,
