epoch,step,train_acc,train_loss,val_acc,val_loss
0,1,,,0.07640638202428818,2.2997257709503174
0,2,0.08124999701976776,2.3205552101135254,,
1,4,,,0.07640638202428818,2.3008785247802734
1,5,0.08124999701976776,2.3199191093444824,,
2,7,,,0.07682619988918304,2.3013603687286377
2,8,0.08749999850988388,2.3389062881469727,,
3,10,,,0.07766582816839218,2.301924467086792
3,11,0.11249999701976776,2.309541940689087,,
4,13,,,0.07934508472681046,2.3022704124450684
4,14,0.15000000596046448,2.300323963165283,,
5,16,,,0.08186397701501846,2.3023242950439453
5,17,0.08749999850988388,2.3252391815185547,,
6,19,,,0.08354324102401733,2.3019793033599854
6,20,0.14374999701976776,2.346686363220215,,
7,22,,,0.08606213331222534,2.3015918731689453
7,23,0.11874999850988388,2.3160147666931152,,
8,25,,,0.09026028215885162,2.3007965087890625
8,26,0.13750000298023224,2.288569688796997,,
9,28,,,0.0931989923119545,2.3000407218933105
9,29,0.11874999850988388,2.3225796222686768,,
10,31,,,0.09697733074426651,2.2990050315856934
10,32,0.11874999850988388,2.306705951690674,,
11,34,,,0.10159529745578766,2.2978973388671875
11,35,0.10000000149011612,2.3390305042266846,,
12,37,,,0.10579345375299454,2.2968692779541016
12,38,0.15000000596046448,2.3207478523254395,,
13,40,,,0.11041142046451569,2.2959651947021484
13,41,0.13124999403953552,2.3130271434783936,,
14,43,,,0.11167086660861969,2.2949814796447754
14,44,0.10000000149011612,2.3047664165496826,,
15,46,,,0.11586901545524597,2.294137954711914
15,47,0.15625,2.2719433307647705,,
16,49,,,0.11838790774345398,2.293095827102661
16,50,0.125,2.288499593734741,,
17,52,,,0.12174642831087112,2.2922542095184326
17,53,0.125,2.3009705543518066,,
18,55,,,0.12636439502239227,2.291482448577881
18,56,0.06875000149011612,2.318693161010742,,
19,58,,,0.12636439502239227,2.2907440662384033
19,59,0.08124999701976776,2.3299243450164795,,
20,61,,,0.12930311262607574,2.2898783683776855
20,62,0.10000000149011612,2.318669557571411,,
21,64,,,0.1314021795988083,2.2891571521759033
21,65,0.13750000298023224,2.2928149700164795,,
22,67,,,0.13350126147270203,2.2884726524353027
22,68,0.15625,2.293706178665161,,
23,70,,,0.1351805180311203,2.287945032119751
23,71,0.10000000149011612,2.3070762157440186,,
24,73,,,0.13811922073364258,2.2870867252349854
24,74,0.14374999701976776,2.3065218925476074,,
25,76,,,0.14105793833732605,2.2867329120635986
25,77,0.10000000149011612,2.2694809436798096,,
26,79,,,0.1418975591659546,2.28572416305542
26,80,0.10625000298023224,2.310694694519043,,
27,82,,,0.14273719489574432,2.285386323928833
27,83,0.125,2.2905030250549316,,
28,85,,,0.1444164514541626,2.2846364974975586
28,86,0.11874999850988388,2.287458896636963,,
29,88,,,0.14525608718395233,2.284240961074829
29,89,0.07500000298023224,2.2818140983581543,,
30,91,,,0.14525608718395233,2.2832045555114746
30,92,0.07500000298023224,2.3126373291015625,,
31,94,,,0.14651553332805634,2.2828667163848877
31,95,0.08124999701976776,2.3186557292938232,,
32,97,,,0.1456758975982666,2.2821297645568848
32,98,0.14374999701976776,2.2777750492095947,,
33,100,,,0.14735516905784607,2.281501054763794
33,101,0.10000000149011612,2.291297435760498,,
34,103,,,0.1494542360305786,2.2812020778656006
34,104,0.08749999850988388,2.3154332637786865,,
35,106,,,0.15071368217468262,2.2806522846221924
35,107,0.10000000149011612,2.272722005844116,,
36,109,,,0.15281276404857635,2.279618263244629
36,110,0.11874999850988388,2.3012211322784424,,
37,112,,,0.15281276404857635,2.2793283462524414
37,113,0.10625000298023224,2.291248321533203,,
38,115,,,0.15281276404857635,2.2787599563598633
38,116,0.10000000149011612,2.293928384780884,,
39,118,,,0.15575146675109863,2.2780299186706543
39,119,0.10000000149011612,2.2834901809692383,,
40,121,,,0.15659110248088837,2.2775211334228516
40,122,0.13124999403953552,2.3020074367523193,,
41,124,,,0.15659110248088837,2.2769131660461426
41,125,0.08124999701976776,2.3255081176757812,,
42,127,,,0.15785054862499237,2.276291847229004
42,128,0.125,2.275409698486328,,
43,130,,,0.15575146675109863,2.275496482849121
43,131,0.10625000298023224,2.2716503143310547,,
44,133,,,0.15910999476909637,2.275550127029419
44,134,0.11874999850988388,2.2656283378601074,,
45,136,,,0.15785054862499237,2.274653911590576
45,137,0.11249999701976776,2.272878646850586,,
46,139,,,0.1574307233095169,2.274047613143921
46,140,0.15000000596046448,2.2849044799804688,,
47,142,,,0.15827035903930664,2.2734344005584717
47,143,0.15000000596046448,2.298649311065674,,
48,145,,,0.15952980518341064,2.2728395462036133
48,146,0.09375,2.2871696949005127,,
49,148,,,0.16204869747161865,2.2719662189483643
49,149,0.16875000298023224,2.2656912803649902,,
