epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,7,,,,,0.2860635817050934,3.3030221462249756
0,8,,,0.6485195755958557,1.0805280208587646,,
1,16,,,,,0.23960880935192108,15.993485450744629
1,17,,,0.9121298789978027,0.2521355152130127,,
2,25,,,,,0.6968215107917786,3.81141996383667
2,26,,,0.970391571521759,0.11279100924730301,,
3,34,,,,,0.6259168982505798,8.06444263458252
3,35,,,0.9866284728050232,0.055935949087142944,,
4,43,,,,,0.22249388694763184,17.38406753540039
4,44,,,0.9694364666938782,0.10418988019227982,,
5,52,,,,,0.2665036618709564,20.335403442382812
5,53,,,0.9837631583213806,0.08170619606971741,,
6,61,,,,,0.42053788900375366,12.447421073913574
6,62,,,0.9894937872886658,0.0365128330886364,,
7,70,,,,,0.4156479239463806,11.881026268005371
7,71,,,0.9866284728050232,0.07376985251903534,,
8,79,,,,,0.34963324666023254,9.86729907989502
8,80,,,0.9732569456100464,0.13906005024909973,,
9,88,,,,,0.47921761870384216,5.807294845581055
9,89,,,0.9837631583213806,0.09111851453781128,,
10,97,,,,,0.4034229815006256,17.656801223754883
10,98,,,0.9866284728050232,0.0661073550581932,,
11,106,,,,,0.4621026813983917,12.440788269042969
11,107,,,0.9866284728050232,0.06709073483943939,,
12,115,,,,,0.5061124563217163,11.419560432434082
12,116,,,0.9923591017723083,0.05905452370643616,,
13,124,,,,,0.5110024213790894,12.416955947875977
13,125,,,0.9904488921165466,0.2595457434654236,,
14,133,,,,,0.8361858129501343,1.6894230842590332
14,134,,,0.9904488921165466,0.07282254844903946,,
15,142,,,,,0.8753056526184082,2.558091402053833
15,143,,,0.9789875745773315,0.28431105613708496,,
16,151,,,,,0.8117359280586243,5.125674724578857
16,152,,,0.9789875745773315,0.18128548562526703,,
17,160,,,,,0.9144254326820374,0.915619969367981
17,161,,,0.9818528890609741,0.20422416925430298,,
18,169,,,,,0.9877750873565674,0.14664313197135925
18,170,,,0.987583577632904,0.1250099092721939,,
19,178,,,,,0.9975550174713135,0.02443860098719597
19,179,,,0.9904488921165466,0.14505432546138763,,
20,187,,,,,0.9975550174713135,0.0301421619951725
20,188,,,0.9933142066001892,0.10028368979692459,,
21,196,,,,,0.9926650524139404,0.07674552500247955
21,197,,,0.9952244758605957,0.038968805223703384,,
22,205,,,,,0.9731051325798035,0.33399856090545654
22,206,,,0.9923591017723083,0.09400837868452072,,
23,214,,,,,0.9388753175735474,1.6309967041015625
23,215,,,0.9933142066001892,0.12049007415771484,,
24,223,,,,,0.9046455025672913,3.093510866165161
24,224,,,0.9971346855163574,0.04406284540891647,,
25,232,,,,,0.8973104953765869,4.6617608070373535
25,233,,,0.9942693114280701,0.084844209253788,,
26,241,,,,,0.9046455025672913,4.93450927734375
26,242,,,0.9894937872886658,0.16853581368923187,,
27,250,,,,,0.9290953278541565,1.9358928203582764
27,251,,,0.9904488921165466,0.15120628476142883,,
28,259,,,,,0.9290953278541565,2.198667287826538
28,260,,,0.9894937872886658,0.18861806392669678,,
29,268,,,,,0.8875305652618408,4.374008655548096
29,269,,,0.9942693114280701,0.13276821374893188,,
30,277,,,,,0.8753056526184082,5.663638114929199
30,278,,,0.9866284728050232,0.3370019495487213,,
31,286,,,,,0.8948655128479004,4.919656276702881
31,287,,,0.9971346855163574,0.08591622114181519,,
32,295,,,,,0.8826406002044678,5.797377586364746
32,296,,,0.9904488921165466,0.21258629858493805,,
33,304,,,,,0.9193153977394104,4.047788143157959
33,305,,,0.9780324697494507,0.5314392447471619,,
34,313,,,,,0.9486552476882935,1.4342440366744995
34,314,,,0.9971346855163574,0.0481475330889225,,
35,322,,,,,0.9608802199363708,1.0009114742279053
35,323,,,0.9942693114280701,0.19926303625106812,,
36,331,,,,,0.8850855827331543,5.521461486816406
36,332,,,1.0,1.559842033316272e-08,,
37,340,,,,,0.8044009804725647,13.747147560119629
37,341,,,0.9961795806884766,0.1305149495601654,,
38,349,,,,,0.7555012106895447,19.97541618347168
38,350,,,0.9866284728050232,0.6174958348274231,,
39,358,,,,,0.7628361582756042,17.905899047851562
39,359,,,0.9933142066001892,0.23926754295825958,,
40,367,,,,,0.7921760678291321,16.564502716064453
40,368,,,0.9942693114280701,0.16388456523418427,,
41,376,,,,,0.8386307954788208,15.507636070251465
41,377,,,0.9866284728050232,0.32342731952667236,,
42,385,,,,,0.8777506351470947,14.374285697937012
42,386,,,0.9933142066001892,0.45539650321006775,,
43,394,,,,,0.8753056526184082,13.350215911865234
43,395,,,0.9856733679771423,0.430843710899353,,
44,403,,,,,0.8973104953765869,9.858241081237793
44,404,,,0.9818528890609741,0.6280642747879028,,
45,412,,,,,0.9682151675224304,1.4144656658172607
45,413,,,0.982807993888855,0.5697780251502991,,
46,421,,,,,0.9975550174713135,0.04974809288978577
46,422,,,0.9961795806884766,0.1383654773235321,,
47,430,,,,,1.0,0.0
47,431,,,0.9942693114280701,0.11371493339538574,,
48,439,,,,,1.0,0.0
48,440,,,0.9885386824607849,0.847176730632782,,
49,448,,,,,1.0,0.0
49,449,,,0.9923591017723083,0.23678158223628998,,
50,450,1.0,0.0,,,,
